Time (sec),ECU: A/F Corr. B1 (%),ECU: A/F Corr. B2 (%),ECU: Active Map (#),ECU: Air Fuel B1 (AFR),ECU: Air Fuel B1 CMD (AFR),ECU: Air Fuel B2 (AFR),ECU: Air Fuel B2 CMD (AFR),ECU: Ethanol % (%),ECU: Fuel Pressure (PSI),ECU: Gear (Gear),ECU: Ign Advance (°),ECU: Inj. Duty Cycle (%),ECU: Int. Cam Adv B1 (°),ECU: Int. Cam Adv B2 (°),ECU: Intake Air Temp (° F),ECU: Knock Sums (raw),ECU: LTFT B1 (%),ECU: LTFT B2 (%),ECU: Limp Status (Safety) (raw),ECU: MAP (PSI),ECU: RPM (RPM),ECU: STFT B1 (%),ECU: STFT B2 (%),ECU: Theo. PW (ms),ECU: Throttle Pos. B1 (%),ECU: Vehicle Speed (mph),ECU: Wastegate Duty (%),TCM: Clutch A Slip (RPM),TCM: Clutch B Slip (RPM),AP Info:[AP3-NIS-006 v1.7.3.0-14238][2011 Nissan GT-R USDM Speed Density][Reflash: 2011 USDM SD FF 1700ID A12x Bach Racing 12426 v800.ptm - TCM: KB51B VDC OFF Stock Style LC4 v101.ptm]
8.643,104,104,1.00,13.38,13.52,13.52,13.52,81,58.12,1,16,1.58,0.00,0.50,113,0,100,100,0,-8.30,1050,104,104,2.40,14.1,1,0.00,992,935,0
8.708,104,104,1.00,13.23,13.52,13.52,13.52,81,58.12,1,16,1.57,0.00,0.00,113,0,100,100,0,-8.30,1050,104,104,2.40,14.1,1,0.00,986,931,0
8.773,103,104,1.00,13.23,13.52,13.52,13.52,81,58.34,1,16,1.58,0.00,0.00,113,0,100,100,0,-8.44,1050,103,104,2.40,14.1,1,0.00,988,934,0
8.841,103,104,1.00,13.23,13.52,13.52,13.52,81,58.27,1,15,1.58,0.00,0.50,113,0,100,100,0,-8.37,1062,103,104,2.40,14.1,1,0.00,1001,947,0
8.914,102,104,1.00,13.23,13.52,13.52,13.52,81,58.23,1,15,1.59,-0.50,0.00,113,0,100,100,0,-8.55,1075,102,104,2.40,14.1,1,0.00,1013,960,0
8.969,102,104,1.00,13.23,13.52,13.52,13.52,81,58.16,1,16,1.53,0.00,0.50,113,0,100,100,0,-8.44,1038,102,104,2.40,14.1,1,0.00,989,937,0
9.032,102,104,1.00,13.23,13.52,13.52,13.52,81,58.16,1,16,1.54,-0.50,0.00,113,0,100,100,0,-8.37,1050,102,104,2.40,14.1,1,0.00,985,935,0
9.108,102,104,1.00,13.23,13.52,13.38,13.52,81,58.34,1,16,1.52,0.00,0.50,113,0,100,100,0,-8.44,1038,102,104,2.40,14.1,1,0.00,975,928,0
9.171,102,103,1.00,13.38,13.52,13.38,13.52,81,58.01,1,17,1.52,0.50,0.50,113,0,100,100,0,-8.30,1025,102,103,2.40,14.1,1,0.00,966,921,0
9.234,102,103,1.00,13.38,13.52,13.38,13.52,81,58.41,1,17,1.51,0.00,0.50,113,0,100,100,0,-8.44,1025,102,103,2.40,14.1,1,0.00,970,928,0
9.297,102,103,1.00,13.38,13.52,13.38,13.52,81,58.67,1,17,1.49,0.00,0.50,113,0,100,100,0,-8.37,1012,102,103,2.40,14.1,1,0.00,963,924,0
9.356,103,103,1.00,13.52,13.52,13.38,13.52,81,58.27,1,17,1.48,0.00,0.50,113,0,100,100,0,-8.26,988,103,103,2.40,14.1,0,0.00,947,908,0
9.421,103,102,1.00,13.52,13.52,13.38,13.52,81,58.45,1,17,1.48,0.50,0.50,113,0,100,100,0,-8.26,988,103,102,2.40,14.1,0,0.00,945,908,0
9.494,103,102,1.00,13.52,13.52,13.38,13.52,81,58.09,1,18,1.46,0.00,0.50,113,0,100,100,0,-8.12,975,103,102,2.40,14.1,0,0.00,934,898,0
9.541,104,103,1.00,13.67,13.52,13.38,13.52,81,58.48,1,18,1.44,0.50,0.50,113,0,100,100,0,-8.12,962,104,103,2.40,14.1,0,0.00,917,882,0
9.610,104,103,1.00,13.67,13.52,13.38,13.52,81,58.63,1,19,1.44,0.00,0.50,113,0,100,100,0,-8.08,950,104,103,2.60,14.1,0,0.00,912,875,0
9.669,104,103,1.00,13.82,13.52,13.52,13.52,81,58.77,1,18,1.45,0.50,0.50,113,0,100,100,0,-8.08,950,104,103,2.60,14.1,0,0.00,910,880,0
9.743,104,103,1.00,13.82,13.52,13.52,13.52,81,58.96,1,19,1.44,0.00,0.50,113,0,100,100,0,-7.97,950,104,103,2.60,14.1,0,0.00,925,895,0
9.796,105,103,1.00,13.82,13.52,13.52,13.52,81,59.17,1,18,1.49,0.50,0.50,113,0,100,100,0,-7.97,962,105,103,2.60,14.1,0,0.00,941,931,0
9.861,105,103,1.00,13.82,13.52,13.52,13.52,81,58.96,1,17,1.52,0.00,0.50,113,0,100,100,0,-7.83,975,105,103,2.60,14.1,0,0.00,969,956,0
9.930,105,103,1.00,13.96,13.52,13.52,13.52,81,59.06,1,17,1.54,0.50,0.50,113,0,100,100,0,-7.90,988,105,103,2.60,14.1,0,0.00,983,962,0
9.987,106,103,1.00,13.96,13.52,13.52,13.52,81,59.25,1,17,1.55,0.00,0.50,113,0,100,100,0,-7.83,1000,106,103,2.60,14.1,0,0.00,1002,978,0
10.042,106,103,1.00,13.82,13.52,13.52,13.52,81,58.48,1,17,1.60,0.50,0.50,113,0,100,100,0,-7.90,1025,106,103,2.60,14.1,0,0.00,1021,1001,0
10.120,106,103,1.00,13.82,13.52,13.52,13.52,81,58.92,1,16,1.60,-0.50,0.00,113,0,100,100,0,-7.97,1038,106,103,2.60,14.1,0,0.00,1043,1037,0
10.173,106,103,1.00,13.82,13.52,13.52,13.52,81,58.67,1,16,1.62,0.00,0.50,113,0,100,100,0,-7.90,1050,106,103,2.60,14.1,0,0.00,1053,1052,0
10.229,106,103,1.00,13.82,13.52,13.52,13.52,81,58.77,1,15,1.64,-0.50,0.00,113,0,100,100,0,-8.08,1075,106,103,2.60,14.1,0,0.00,1068,1068,0
10.292,106,102,1.00,13.82,13.52,13.52,13.52,81,58.67,1,15,1.64,0.00,0.50,113,0,100,100,0,-8.01,1075,106,102,2.60,14.1,0,0.00,1084,1084,0
10.370,106,102,1.00,13.67,13.52,13.52,13.52,81,58.45,1,14,1.69,0.00,0.00,113,0,100,100,0,-7.97,1100,106,102,2.60,14.1,0,0.00,1100,1100,0
10.426,107,103,1.00,13.67,13.52,13.52,13.52,81,58.38,1,15,1.67,-0.50,0.00,113,0,100,100,0,-8.12,1100,107,103,2.40,14.1,0,0.00,1100,1100,0
10.489,106,103,1.00,13.67,13.52,13.52,13.52,81,58.41,1,14,1.70,0.50,0.50,113,0,100,100,0,-8.19,1112,106,103,2.60,14.1,0,0.00,1109,1109,0
10.554,106,102,1.00,13.52,13.52,13.52,13.52,81,58.41,1,14,1.68,-0.50,0.00,113,0,100,100,0,-8.30,1100,106,102,2.40,14.1,0,0.00,1106,1106,0
10.610,106,102,1.00,13.52,13.52,13.52,13.52,81,58.05,1,14,1.65,0.00,0.50,113,0,100,100,0,-8.37,1100,106,102,2.40,14.1,0,0.00,1106,1106,0
10.678,105,103,1.00,13.52,13.52,13.52,13.52,81,57.90,1,14,1.68,-0.50,0.00,113,0,100,100,0,-8.30,1112,105,103,2.40,14.1,0,0.00,1112,1112,0
10.736,105,103,1.00,13.38,13.52,13.52,13.52,81,58.23,1,14,1.65,0.00,0.00,113,0,100,100,0,-8.48,1100,105,103,2.40,14.1,0,0.00,1106,1106,0
10.811,105,103,1.00,13.38,13.52,13.52,13.52,81,58.41,1,14,1.62,0.00,0.00,113,0,100,100,0,-8.44,1088,105,103,2.40,14.1,0,0.00,1096,1096,0
10.863,105,103,1.00,13.38,13.52,13.52,13.52,81,57.94,1,15,1.61,-0.50,0.00,113,0,100,100,0,-8.37,1088,105,103,2.40,14.1,0,0.00,1090,1090,0
10.943,105,103,1.00,13.38,13.52,13.67,13.52,81,57.90,1,15,1.59,0.00,0.50,113,0,100,100,0,-8.48,1062,105,103,2.40,14.1,0,0.00,1071,1071,0
10.995,105,103,1.00,13.52,13.52,13.67,13.52,81,58.01,1,16,1.58,-0.50,0.00,113,0,100,100,0,-8.44,1062,105,103,2.40,14.1,0,0.00,1065,1065,0
11.063,106,104,1.00,13.52,13.52,13.67,13.52,81,58.30,1,16,1.58,0.00,0.50,113,0,100,100,0,-8.44,1050,106,104,2.40,14.2,0,0.00,1065,1065,0
11.126,106,104,1.00,13.52,13.52,13.67,13.52,81,58.12,1,20,1.55,0.00,0.00,113,0,100,100,0,-8.48,1050,106,104,2.40,16.3,0,0.00,1053,1053,0
11.179,107,105,1.00,13.67,13.52,13.82,13.52,81,59.72,1,27,1.95,0.00,0.00,113,0,100,100,0,-6.49,1062,107,105,2.80,17.0,0,0.00,1053,1053,0
11.258,107,105,1.00,13.67,13.52,13.82,13.52,81,61.06,1,26,1.93,0.00,0.50,113,0,100,100,0,-6.30,1075,107,105,3.60,17.0,0,0.00,1081,1081,0
11.313,111,107,1.00,13.82,13.52,13.82,13.52,81,61.46,1,26,2.28,-0.50,0.00,113,0,100,100,0,-5.65,1150,111,107,4.00,16.5,0,0.00,1118,1118,0
11.379,112,108,1.00,13.82,13.52,13.96,13.52,81,60.73,1,17,2.60,-0.50,0.00,113,0,100,100,0,-5.94,1300,112,108,3.20,14.7,0,0.00,1271,1271,0
11.445,108,106,1.00,13.82,13.52,13.96,13.52,81,59.93,1,17,2.46,-0.50,0.00,113,0,100,100,0,-6.78,1412,108,106,3.20,14.6,0,0.00,1396,1396,0
11.501,109,107,1.00,13.96,13.52,14.11,13.52,81,59.39,1,17,2.47,-1.00,-0.50,113,0,100,100,0,-7.32,1512,109,107,2.80,14.7,0,0.00,1496,1496,0
11.566,110,108,1.00,14.11,13.52,14.26,13.52,81,58.19,1,17,2.51,-1.00,-0.50,113,0,100,100,0,-7.79,1575,110,108,2.80,14.7,0,0.00,1562,1562,0
11.643,110,109,1.00,14.11,13.52,14.26,13.52,81,57.90,1,17,2.51,-1.00,-0.50,113,0,100,100,0,-8.26,1612,110,109,2.60,14.7,0,0.00,1621,1621,0
11.695,108,107,1.00,13.82,13.52,13.82,13.52,81,57.25,1,17,2.27,-1.00,-0.50,113,0,100,100,0,-9.31,1662,108,107,1.80,14.7,0,0.00,1656,1656,0
11.751,106,106,1.00,13.23,13.52,13.52,13.52,81,57.00,1,17,2.36,-0.50,0.00,113,0,100,100,0,-9.42,1675,106,106,2.00,14.7,0,0.00,1671,1671,0
11.806,104,104,1.00,12.64,13.52,12.94,13.52,81,56.67,1,17,2.33,-0.50,0.00,113,0,100,100,0,-9.50,1662,104,104,2.00,14.6,0,0.00,1668,1668,0
11.872,103,102,1.00,12.35,13.52,12.49,13.52,81,56.42,1,17,2.26,-1.00,-0.50,113,0,100,100,0,-9.68,1625,103,102,2.00,14.6,0,0.00,1637,1637,0
11.928,102,101,1.00,12.20,13.52,12.35,13.52,81,56.24,1,17,2.11,-1.00,-0.50,113,0,100,100,0,-9.86,1550,102,101,2.00,14.6,0,0.00,1578,1578,0
12.003,101,100,1.00,12.20,13.52,12.49,13.52,81,56.38,1,17,2.00,-1.00,-0.50,113,0,100,100,0,-9.97,1475,101,100,1.80,14.6,0,0.00,1484,1484,0
12.069,100,100,1.00,12.35,13.52,12.49,13.52,81,56.45,1,17,1.82,-0.50,0.50,113,0,100,100,0,-9.89,1350,100,100,1.80,14.7,0,0.00,1359,1359,0
12.134,100,100,1.00,12.49,13.52,12.64,13.52,81,56.74,1,17,1.71,0.00,0.50,113,0,100,100,0,-9.21,1212,100,100,1.80,15.0,0,0.00,1250,1250,0
12.197,100,100,1.00,12.79,13.52,12.94,13.52,81,57.22,1,17,1.61,0.00,0.00,113,0,100,100,0,-9.02,1125,100,100,2.00,15.1,0,0.00,1128,1128,0
12.259,100,100,1.00,13.08,13.52,13.08,13.52,81,57.72,1,17,1.51,0.00,0.50,113,0,100,100,0,-9.02,1075,100,100,2.20,15.0,0,0.00,1081,1081,0
12.306,102,101,1.00,13.67,13.52,13.52,13.52,81,58.01,1,17,1.52,-0.50,0.00,113,0,100,100,0,-8.66,1038,102,101,2.20,15.1,0,0.00,1050,1050,0
12.371,104,102,1.00,14.11,13.52,13.67,13.52,81,58.52,1,17,1.50,0.00,0.50,113,0,100,100,0,-8.44,1012,104,102,2.40,15.0,0,0.00,1028,1028,0
12.417,105,103,1.00,14.55,13.52,13.82,13.52,81,58.63,1,17,1.60,-0.50,0.50,113,0,100,100,0,-7.97,1025,105,103,2.60,14.6,0,0.00,1031,1031,0
12.483,107,104,1.00,15.29,13.52,14.11,13.52,81,58.88,1,16,1.58,0.00,0.50,113,0,100,100,0,-8.01,1025,107,104,2.60,14.5,0,0.00,1034,1034,0
12.547,110,105,1.00,15.88,13.52,14.26,13.52,81,58.38,1,16,1.65,-0.50,0.00,113,0,100,100,0,-7.97,1050,110,105,2.60,14.4,0,0.00,1059,1059,0
12.602,111,106,1.00,17.49,13.52,14.70,13.52,81,58.74,1,14,1.75,0.00,0.50,113,0,100,100,0,-8.01,1100,111,106,2.60,14.4,0,0.00,1103,1103,0
12.668,115,108,1.00,19.84,13.52,15.14,13.52,81,58.67,1,14,1.77,-0.50,0.00,113,0,100,100,0,-8.12,1125,115,108,2.60,14.4,0,0.00,1128,1128,0
12.734,119,110,1.00,21.61,13.52,15.29,13.52,81,58.27,1,13,1.83,0.00,0.00,113,0,100,100,0,-8.12,1138,119,110,2.40,14.4,0,0.00,1143,1143,0
12.787,120,113,1.00,21.90,13.52,15.73,13.52,81,58.09,1,12,1.87,0.00,0.00,113,0,100,100,0,-8.12,1162,120,113,2.40,14.4,0,0.00,1162,1162,0
12.850,120,115,1.00,21.32,13.52,15.88,13.52,81,58.23,1,13,1.84,-0.50,0.00,113,0,100,100,0,-8.26,1150,120,115,2.40,14.3,0,0.00,1153,1153,0
12.919,120,119,1.00,19.70,13.52,15.88,13.52,81,58.27,1,13,1.79,0.00,0.50,113,0,100,100,0,-8.44,1150,120,119,2.40,14.3,0,0.00,1153,1153,0
12.986,120,120,1.00,17.64,13.52,15.73,13.52,81,58.41,1,13,1.82,-0.50,0.00,113,0,100,100,0,-8.37,1150,120,120,2.40,14.3,0,0.00,1150,1150,0
13.043,120,119,1.00,15.88,13.52,15.29,13.52,81,58.41,1,13,1.78,0.00,0.00,113,0,100,100,0,-8.48,1138,120,119,2.40,14.3,0,0.00,1140,1140,0
13.096,120,120,1.00,15.29,13.52,14.99,13.52,81,57.87,1,13,1.78,0.50,0.00,113,0,100,100,0,-8.48,1138,120,120,2.40,14.3,0,0.00,1146,1146,0
13.161,120,119,1.00,14.70,13.52,14.70,13.52,81,57.90,1,13,1.76,0.00,0.00,113,0,100,100,0,-8.59,1138,120,119,2.40,14.2,0,0.00,1146,1146,0
13.219,119,119,1.00,14.41,13.52,14.55,13.52,81,58.23,1,13,1.73,0.00,0.50,113,0,100,100,0,-8.55,1125,119,119,2.40,14.2,0,0.00,1131,1131,0
13.284,118,119,1.00,13.96,13.52,14.26,13.52,81,57.80,1,14,1.71,-0.50,0.00,113,0,100,100,0,-8.55,1100,118,119,2.40,14.2,0,0.00,1115,1115,0
13.338,116,119,1.00,13.67,13.52,13.96,13.52,81,57.98,1,14,1.68,0.00,0.50,113,0,100,100,0,-8.66,1088,116,119,2.40,14.2,0,0.00,1103,1103,0
13.392,114,118,1.00,13.23,13.52,13.82,13.52,81,58.05,1,25,1.64,-0.50,0.00,113,0,100,100,0,-8.73,1075,114,118,2.20,21.9,0,0.00,1081,1081,0
13.458,120,120,1.00,12.94,13.52,13.67,13.52,81,61.42,1,28,2.90,0.00,0.50,113,0,100,100,0,-5.36,1100,120,120,4.20,18.1,0,0.00,1103,1103,0
13.512,110,115,1.00,12.64,13.52,13.38,13.52,81,62.07,1,28,2.57,-0.50,0.00,113,0,100,100,0,-5.07,1225,110,115,4.40,17.8,0,0.00,1153,1153,0
13.566,109,112,1.00,12.49,13.52,12.94,13.52,81,62.18,1,28,2.74,-0.50,0.00,113,0,100,100,0,-5.43,1375,109,112,4.00,18.5,0,0.00,1328,1328,0
13.623,107,110,1.00,12.20,13.52,12.64,13.52,81,62.18,1,31,3.03,-1.00,-0.50,113,0,100,100,0,-5.29,1588,107,110,4.00,19.8,0,0.00,1506,1506,0
13.676,107,110,1.00,12.35,13.52,12.64,13.52,81,61.89,1,34,3.50,-0.50,0.00,113,0,100,100,0,-5.14,1750,107,110,4.40,20.8,0,0.00,1709,1709,0
13.747,106,109,1.00,12.64,13.52,12.49,13.52,81,62.33,1,36,3.97,-1.00,0.00,113,0,100,100,0,-5.14,1975,106,109,4.40,22.2,0,0.00,1975,1975,0
13.805,106,108,1.00,12.79,14.11,12.35,14.11,81,62.15,1,37,4.32,0.50,-0.50,113,0,100,100,0,-4.89,2188,106,108,4.80,23.3,0,0.00,2165,2165,0
13.849,106,107,1.00,12.94,14.41,12.49,14.41,81,62.40,1,39,4.70,0.50,0.00,113,0,100,100,0,-4.82,2312,106,107,5.00,24.4,0,0.00,2235,2161,0
13.911,106,108,1.00,13.52,14.55,13.08,14.55,81,62.84,1,38,4.78,1.00,0.00,113,0,100,100,0,-4.67,2400,106,108,5.20,25.0,1,0.00,2272,2212,0
13.964,105,106,1.00,13.96,14.55,13.82,14.55,81,62.91,1,40,5.22,3.00,4.00,113,0,100,100,0,-4.53,2538,105,106,5.40,26.0,1,0.00,2453,2419,0
14.020,108,109,1.00,14.70,14.55,14.55,14.55,81,63.09,1,38,5.74,4.00,5.00,111,0,100,100,0,-4.49,2712,108,109,5.40,26.8,0,0.00,2641,2621,0
14.076,110,112,1.00,15.43,14.55,15.29,14.55,81,62.87,1,37,6.29,5.00,6.00,111,0,100,100,0,-4.31,2912,110,112,5.60,27.4,0,0.00,2857,2835,0
14.132,112,114,1.00,16.02,14.55,15.73,14.55,81,63.31,1,38,6.93,11.00,10.00,111,0,100,100,0,-4.24,3112,112,114,5.80,28.5,0,0.00,3059,3039,0
14.190,113,115,1.00,16.17,14.55,15.73,14.55,81,63.23,1,39,7.56,11.50,11.00,111,0,100,100,0,-4.35,3312,113,115,6.00,29.5,0,0.00,3296,3289,0
14.245,115,115,1.00,16.02,14.55,15.43,14.55,81,62.69,1,38,8.60,12.50,11.50,111,0,100,100,0,-4.24,3500,115,115,6.40,30.7,0,0.00,3453,3451,0
14.300,116,116,1.00,15.88,14.55,15.43,14.55,81,63.45,1,38,8.82,13.00,12.00,111,0,100,100,0,-4.35,3662,116,116,6.40,31.5,0,0.00,3650,3650,0
14.356,118,117,1.00,16.17,14.55,15.58,14.55,81,62.07,1,36,9.78,13.50,13.00,111,0,100,100,0,-4.20,3862,118,117,6.80,32.3,0,0.00,3818,3818,0
14.421,119,118,1.00,16.02,14.55,15.58,14.55,81,62.15,1,36,10.63,14.00,14.00,111,0,100,100,0,-4.24,4038,119,118,7.00,33.5,0,0.00,4018,4018,0
14.478,119,118,1.00,15.73,14.55,15.43,14.55,81,63.38,1,36,11.13,15.00,15.50,111,0,100,100,0,-4.06,4225,119,118,7.20,34.7,0,0.00,4221,4221,0
14.541,118,118,1.00,15.29,14.55,15.29,14.55,81,62.80,1,35,11.46,16.00,16.50,111,0,100,100,0,-4.42,4450,118,118,7.00,36.6,0,0.00,4421,4421,0
14.616,117,118,1.00,14.85,14.55,14.99,14.55,81,62.58,1,35,12.09,16.00,16.00,109,0,100,100,0,-4.42,4650,117,118,7.00,36.3,0,0.00,4659,4659,0
14.661,118,117,1.00,14.99,14.55,14.85,14.55,81,61.68,1,34,12.38,14.50,14.50,109,0,100,100,0,-4.78,4825,118,117,7.20,28.7,0,0.00,4800,4800,0
14.724,112,111,1.00,14.70,14.55,14.26,14.55,81,60.88,1,35,10.03,13.00,13.50,109,0,100,100,0,-6.30,4875,112,111,5.20,28.3,0,0.00,4878,4878,0
14.781,111,111,1.00,12.64,14.55,12.35,14.55,81,60.08,1,36,10.30,9.00,9.50,109,0,100,100,0,-6.30,4888,111,111,5.20,28.5,0,0.00,4893,4893,0
14.833,113,111,1.00,12.94,14.55,12.79,14.55,81,60.19,1,36,10.44,8.50,8.50,109,0,100,100,0,-6.30,4912,113,111,5.00,28.4,0,0.00,4915,4915,0
14.915,112,111,1.00,14.11,14.55,13.82,14.55,81,59.64,1,36,10.29,7.00,6.50,109,0,100,100,0,-6.38,4938,112,111,5.00,28.0,0,0.00,4943,4943,0
14.969,116,113,1.00,14.85,14.55,14.55,14.55,81,59.61,1,37,10.50,6.00,6.00,109,0,100,100,0,-6.41,4962,116,113,5.00,27.6,0,0.00,4962,4962,0
15.033,116,114,1.00,15.14,14.55,14.70,14.55,81,59.72,1,37,9.93,7.00,6.00,109,0,100,100,0,-6.70,4988,116,114,4.80,27.3,0,0.00,4981,4981,0
15.096,116,114,1.00,14.99,14.55,14.70,14.55,81,59.68,1,38,9.97,6.00,5.50,109,0,100,100,0,-6.88,4988,116,114,5.20,32.2,0,0.00,4987,4987,0
15.176,120,117,1.00,14.85,14.55,14.70,14.55,81,62.91,1,33,13.87,11.50,9.50,109,0,100,100,0,-4.20,4462,120,117,7.80,74.4,4,0.00,3050,2074,0
15.229,120,120,1.00,16.02,14.55,15.88,14.55,81,65.45,1,31,12.70,20.50,20.00,109,0,100,100,0,-1.23,3725,120,120,10.00,88.3,17,0.00,1732,281,0
15.275,113,119,1.00,14.55,14.55,16.17,14.55,81,65.77,1,32,11.67,31.50,30.00,109,0,100,100,0,-1.41,3538,113,119,10.00,88.2,19,0.00,1920,480,0
15.341,112,115,1.00,13.96,14.55,14.70,14.55,81,65.84,1,31,10.56,31.00,30.00,109,0,100,100,0,-1.19,3225,112,115,9.80,88.3,17,0.00,1384,8,0
15.414,116,113,1.00,14.55,14.55,14.70,14.55,81,66.03,1,30,10.76,29.50,29.50,109,0,100,100,0,-1.05,3125,116,113,10.40,88.3,14,0.00,1920,1069,0
15.469,116,112,1.00,14.70,14.55,14.26,14.55,81,66.32,1,29,8.31,27.50,25.50,109,0,100,100,0,-0.76,2475,116,112,10.00,88.3,12,0.00,1200,175,0
15.532,112,111,1.00,14.26,14.55,13.96,14.55,81,66.90,1,27,7.59,23.00,21.50,109,0,100,100,0,-0.65,2250,112,111,10.00,88.3,12,0.00,1005,8,0
15.599,115,112,1.00,14.11,14.26,13.82,14.26,81,67.04,1,26,6.20,20.50,22.00,109,0,100,100,0,-0.47,1762,115,112,10.00,88.4,11,0.00,722,0,0
15.672,114,111,1.00,14.11,14.11,13.82,14.11,81,67.22,1,20,5.49,17.50,19.00,108,0,100,100,0,-0.54,1575,114,111,10.20,88.4,9,0.00,612,0,0
15.725,115,113,1.00,14.26,14.11,14.11,14.11,81,67.08,1,21,6.77,14.00,17.50,108,0,100,100,0,-0.47,1962,115,113,10.00,88.3,9,0.00,836,33,0
15.789,111,110,1.00,14.11,14.55,14.11,14.55,81,66.93,1,26,8.11,17.00,17.00,108,0,100,100,0,-0.54,2488,111,110,10.20,88.3,12,0.00,1152,179,0
15.845,110,110,1.00,13.08,14.55,13.67,14.55,81,66.64,1,27,8.96,24.00,23.50,108,0,100,100,0,-0.47,2662,110,110,10.80,88.4,13,0.00,1237,142,0
15.909,109,109,1.00,12.20,14.55,12.64,14.55,81,66.82,1,26,8.23,24.00,25.00,108,0,100,100,0,-0.47,2475,109,109,10.60,88.4,14,0.00,1087,2,0
15.962,109,108,1.00,12.64,14.55,12.79,14.55,81,67.04,1,27,7.76,24.50,25.00,108,0,100,100,0,-0.54,2388,109,108,10.20,88.3,13,0.00,1005,0,0
16.020,110,109,1.00,13.23,14.55,13.08,14.55,81,67.08,1,27,8.31,24.00,23.50,108,0,100,100,0,-0.54,2550,110,109,10.20,88.3,13,0.00,1121,30,0
16.083,109,107,1.00,13.96,14.55,13.67,14.55,81,67.15,1,26,9.57,23.00,24.00,108,0,100,100,0,-0.54,2938,109,107,10.60,88.3,15,0.00,1310,107,0
16.148,108,106,1.00,13.96,14.55,13.67,14.55,81,67.40,1,28,10.48,25.00,24.00,108,0,100,100,0,-0.47,3112,108,106,11.00,88.3,16,0.00,1393,99,0
16.213,108,106,1.00,13.96,14.55,13.96,14.55,81,66.86,1,26,10.58,27.00,24.00,108,0,100,100,0,-0.36,3112,108,106,11.20,88.4,16,0.00,1366,33,0
16.262,110,109,1.00,14.41,14.55,14.41,14.55,81,67.08,1,26,10.77,28.00,25.00,108,0,100,100,0,-0.36,3138,110,109,11.20,88.3,17,0.00,1353,7,0
16.315,110,108,1.00,14.70,14.55,14.55,14.55,81,67.01,1,26,11.20,28.00,25.00,108,0,100,100,0,-0.36,3238,110,108,11.20,88.3,17,0.00,1402,25,0
16.380,111,110,1.00,14.85,14.55,14.70,14.55,81,67.55,1,27,12.29,29.00,24.50,108,0,100,100,0,-0.25,3438,111,110,11.60,88.3,17,2.21,1537,75,0
16.449,112,110,1.00,14.99,14.55,14.85,14.55,81,66.82,1,27,13.22,29.50,25.00,108,0,100,100,0,-0.07,3638,112,110,11.80,88.3,19,6.62,1619,79,0
16.503,113,111,1.00,14.99,14.55,14.99,14.55,81,67.33,1,28,13.63,30.00,25.50,108,0,100,100,0,-0.07,3725,113,111,12.00,88.3,19,6.62,1636,46,0
16.566,113,112,1.00,15.14,14.55,15.14,14.55,81,67.95,1,28,14.44,29.50,26.00,108,0,100,100,0,0.11,3850,113,112,12.20,88.3,20,19.88,1680,43,0
16.619,113,112,1.00,14.85,14.55,14.99,14.55,81,67.91,1,28,14.92,29.00,26.50,108,0,100,100,0,0.19,3988,113,112,12.40,88.3,21,26.51,1745,60,0
16.682,113,111,1.00,14.85,14.55,14.70,14.55,81,67.55,1,27,15.72,29.00,27.00,108,0,100,100,0,0.29,4100,113,111,12.60,88.3,21,35.35,1798,55,0
16.735,113,112,1.00,14.85,14.55,14.99,14.55,81,67.33,1,28,16.14,29.00,27.50,106,0,100,100,0,0.29,4238,113,112,12.60,88.3,22,30.93,1851,59,0
16.800,113,113,1.00,14.85,14.55,15.14,14.55,81,67.69,1,28,16.98,28.00,28.50,106,0,100,100,0,0.48,4400,113,113,12.80,88.4,23,37.56,1947,70,0
16.869,112,111,1.00,14.70,14.55,14.70,14.55,81,67.66,1,27,17.90,28.00,28.00,106,0,100,100,0,0.77,4600,112,111,13.00,88.3,24,55.24,2023,73,0
16.924,110,109,1.00,14.41,14.55,14.26,14.55,81,67.84,1,27,18.29,27.00,27.50,106,0,100,100,0,0.77,4750,110,109,13.00,88.3,25,53.03,2091,74,0
16.987,110,109,1.00,14.41,14.55,14.26,14.55,81,68.24,1,26,19.23,26.50,26.50,106,0,100,100,0,1.13,4900,110,109,13.40,88.4,25,61.87,2147,65,0
17.051,111,109,1.00,14.41,14.55,14.41,14.55,81,68.64,1,27,20.37,25.00,25.00,106,0,100,100,0,1.60,5050,111,109,13.60,88.4,26,61.87,2220,71,0
17.099,110,109,1.00,14.41,14.55,14.26,14.55,81,69.18,1,27,21.26,24.50,25.50,106,0,100,100,0,1.89,5238,110,109,14.00,88.3,27,61.87,2294,81,0
17.164,109,108,1.00,14.11,14.55,14.26,14.55,81,69.51,1,27,21.91,24.00,24.00,106,0,100,100,0,2.18,5388,109,108,14.20,88.3,28,61.87,2394,88,0
17.221,109,109,1.00,14.11,14.41,14.26,14.41,81,69.72,1,28,23.24,22.00,21.50,106,0,100,100,0,2.65,5600,109,109,14.40,88.3,29,61.87,2454,84,0
17.284,111,110,1.00,14.11,14.11,14.26,14.11,81,69.98,1,28,25.31,21.00,20.50,104,0,100,100,0,3.12,5762,111,110,14.80,88.3,30,61.87,2524,78,0
17.342,109,109,1.00,13.96,14.11,13.96,14.11,81,70.38,1,28,26.59,19.50,18.50,104,0,100,100,0,3.59,5975,109,109,15.40,88.3,31,61.87,2622,92,0
